,GiaTien,Hang,DongXe,NamSanXuat,SoKmDaDi,TinhTrang,HopSo,NhienLieu,XuatXu,KieuDang,SoCho,DiaDiem
545,425000000,kia,rio,2016,40000,Cũ,Tự động,Xăng,Nhập khẩu,Sedan,5,Hải Phòng
546,559000000,suzuki,vitara,2016,42000,Cũ,Tự động,Xăng,Nhập khẩu,SUV / Cross over,5,Hồ Chí Minh
547,550000000,ford,ecosport,2018,20000,Cũ,Tự động,Xăng,Trong nước,SUV / Cross over,5,Hà Nội
548,565000000,kia,rondo,2016,53000,Cũ,Tự động,Dầu,Trong nước,Minivan (MPV),7,Hà Nội
549,655000000,toyota,corolla altis,2017,36000,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Hà Nội
550,686000000,honda,civic,2018,34000,Cũ,Tự động,Xăng,Nhập khẩu,Sedan,5,Bình Phước
551,1195000000,ford,everest,2019,20000,Cũ,Tự động,Dầu,Nhập khẩu,SUV / Cross over,7,Hồ Chí Minh
552,210000000,kia,morning,2012,6,Cũ,Tự động,Xăng,Trong nước,Hatchback,2,Bắc Ninh
553,520000000,kia,cerato,2018,46000,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Hồ Chí Minh
554,305000000,kia,carens,2009,86000,Cũ,Tự động,Xăng,Trong nước,Minivan (MPV),7,Hồ Chí Minh
555,170000000,kia,morning,2013,696,Cũ,Số sàn,Xăng,Nhập khẩu,Hatchback,5,Gia Lai
556,699000000,isuzu,mu x,2016,49000,Cũ,Tự động,Dầu,Nhập khẩu,SUV / Cross over,7,Hồ Chí Minh
557,720000000,toyota,corolla altis,2020,97000,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Bà Rịa - Vũng Tàu
558,375000000,kia,rio,2015,50000,Cũ,Tự động,Xăng,Nhập khẩu,Sedan,5,Đồng Nai
559,219000000,ford,focus,2005,234567,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Hồ Chí Minh
560,230000000,isuzu,hi lander,2007,200000,Cũ,Số sàn,Dầu,Nhập khẩu,Hatchback,8,Hà Nội
561,485000000,chevrolet,orlando,2017,42000,Cũ,Tự động,Xăng,Trong nước,Minivan (MPV),7,Hà Nội
562,84000000,kia,forte,2000,90,Cũ,Số sàn,Dầu,Nhập khẩu,Sedan,2,Bình Phước
563,489000000,mitsubishi,xpander,2019,31000,Cũ,Số sàn,Xăng,Nhập khẩu,Minivan (MPV),5,Đà Nẵng
564,265000000,hyundai,grand i10,2016,6,Cũ,Số sàn,Xăng,Nhập khẩu,Hatchback,5,Bắc Ninh
565,385000000,hyundai,starex,2008,125000,Cũ,Số sàn,Dầu,Trong nước,SUV / Cross over,7,Hồ Chí Minh
566,1055000000,ford,ranger,2018,30000,Cũ,Tự động,Dầu,Nhập khẩu,Pick-up (bán tải),5,Hồ Chí Minh
567,465000000,chevrolet,cruze,2017,32000,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Hà Nội
568,465000000,chevrolet,cruze,2017,32000,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Hà Nội
569,660000000,mercedes benz,e class,2010,105000,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Hồ Chí Minh
570,220000000,ford,focus,2005,345678,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Đồng Nai
571,605000000,mazda,3,2018,25000,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Hà Nội
572,435000000,chevrolet,orlando,2015,36000,Cũ,Tự động,Xăng,Trong nước,Minivan (MPV),7,Hà Nội
573,409000000,ford,fiesta,2017,42833,Cũ,Tự động,Xăng,Trong nước,Hatchback,5,Hồ Chí Minh
574,785000000,hyundai,tucson,2018,2,Cũ,Tự động,Xăng,Nhập khẩu,SUV / Cross over,5,Bắc Ninh
575,239000000,kia,morning,2013,55000,Cũ,Tự động,Xăng,Nhập khẩu,Hatchback,2,Hà Nội
576,315000000,toyota,vios,2013,80,Cũ,Số sàn,Xăng,Nhập khẩu,Sedan,5,Bắc Giang
577,515000000,kia,cerato,2017,3,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Hà Nội
578,168000000,toyota,corolla altis,2002,300000,Cũ,Số sàn,Xăng,Trong nước,Sedan,5,Đắk Nông
579,520000000,hyundai,accent,2019,18000,Cũ,Tự động,Xăng,Nhập khẩu,Sedan,5,Đắk Lắk
580,297000000,toyota,vios,2008,159,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Bình Dương
581,220000000,chevrolet,captiva,2007,150000,Cũ,Tự động,Xăng,Trong nước,SUV / Cross over,7,Hải Dương
582,300000000,ford,fiesta,2013,70000,Cũ,Tự động,Xăng,Trong nước,Hatchback,5,Hồ Chí Minh
583,250000000,hyundai,grand i10,2015,80,Cũ,Số sàn,Xăng,Nhập khẩu,Hatchback,5,Bình Dương
584,280000000,toyota,innova,2008,150000,Cũ,Số sàn,Xăng,Trong nước,Minivan (MPV),8,Gia Lai
585,355000000,toyota,wigo,2018,9000,Cũ,Tự động,Xăng,Nhập khẩu,Hatchback,5,Hà Nội
586,549997000,mazda,3,2017,38550,Cũ,Tự động,Xăng,Trong nước,Hatchback,5,Hồ Chí Minh
587,410000000,toyota,innova,2013,8200,Cũ,Tự động,Xăng,Trong nước,Minivan (MPV),8,Hồ Chí Minh
588,540000000,nissan,navara,2017,115000,Cũ,Tự động,Dầu,Nhập khẩu,Pick-up (bán tải),5,Đắk Lắk
589,350000000,chevrolet,captiva,2010,55000,Cũ,Tự động,Xăng,Nhập khẩu,SUV / Cross over,7,Hồ Chí Minh
590,187000000,daewoo,lacetti,2010,5000,Cũ,Số sàn,Xăng,Nhập khẩu,Sedan,5,Bình Thuận
591,1779000000,mercedes benz,e class,2018,11000,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Hà Nội
592,1150000000,kia,sedona,2019,26000,Cũ,Số sàn,Dầu,Trong nước,Minivan (MPV),5,Hà Nội
593,298000000,toyota,innova,2012,87000,Cũ,Số sàn,Xăng,Trong nước,Minivan (MPV),7,Hồ Chí Minh
594,745000000,kia,sorento,2018,43000,Cũ,Tự động,Xăng,Nhập khẩu,SUV / Cross over,7,Hà Nội
595,375000000,hyundai,santa fe,2007,118000,Cũ,Số sàn,Xăng,Nhập khẩu,SUV / Cross over,7,Hồ Chí Minh
596,222000000,kia,morning,2012,111,Cũ,Tự động,Xăng,Trong nước,Hatchback,5,Bình Phước
597,370000000,ford,fiesta,2015,45000,Cũ,Tự động,Xăng,Trong nước,Hatchback,5,Hà Nội
598,375000000,toyota,vios,2017,36000,Cũ,Số sàn,Xăng,Trong nước,Sedan,5,Đà Nẵng
599,293000000,toyota,camry,2004,133000,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Hồ Chí Minh
600,990000000,vinfast ,lux,2019,11000,Cũ,Tự động,Xăng,Trong nước,Sedan,4,Hồ Chí Minh
601,650000000,mazda,3,2019,7000,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Hồ Chí Minh
602,659000000,hyundai,kona,2019,23000,Cũ,Tự động,Xăng,Nhập khẩu,SUV / Cross over,5,Hà Nội
603,1850000000,mercedes benz,c class,2019,50,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Hồ Chí Minh
604,339000000,kia,carens,2016,55000,Cũ,Số sàn,Xăng,Trong nước,Minivan (MPV),5,Bình Dương
605,835000000,mazda,cx 5,2019,20000,Cũ,Tự động,Xăng,Trong nước,SUV / Cross over,5,Hà Nội
606,399000000,toyota,vios,2018,38000,Cũ,Số sàn,Xăng,Trong nước,Sedan,5,Đồng Nai
607,515000000,honda,city,2019,28000,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Hồ Chí Minh
608,516000000,mitsubishi,xpander,2019,16000,Cũ,Số sàn,Xăng,Nhập khẩu,Minivan (MPV),5,Hồ Chí Minh
609,766000000,ford,ranger,2017,5000,Cũ,Tự động,Xăng,Nhập khẩu,Pick-up (bán tải),5,Hà Nội
610,645000000,toyota,corolla altis,2017,36586,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Hà Nội
611,615000000,mitsubishi,xpander,2019,17000,Cũ,Tự động,Xăng,Nhập khẩu,Minivan (MPV),5,Hà Nội
612,430000000,kia,carens,2014,87000,Cũ,Tự động,Xăng,Trong nước,Minivan (MPV),7,Hà Nội
613,450000000,toyota,innova,2014,80000,Cũ,Số sàn,Xăng,Trong nước,Minivan (MPV),7,Hồ Chí Minh
614,439000000,bmw,3 series,2011,82800,Cũ,Tự động,Xăng,Nhập khẩu,Sedan,5,Hà Nội
615,452000000,kia,rio,2015,30000,Cũ,Tự động,Xăng,Nhập khẩu,Hatchback,5,Hà Nội
616,420000000,toyota,vios,2014,100000,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Hà Nội
617,396000000,chevrolet,cruze,2017,97000,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Hồ Chí Minh
618,3890000000,mercedes benz,s class,2019,100,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Hồ Chí Minh
619,1065000000,mercedes benz,glk class,2015,32000,Cũ,Tự động,Xăng,Nhập khẩu,SUV / Cross over,5,Hà Nội
620,638000000,honda,cr v,2014,82688,Cũ,Tự động,Xăng,Nhập khẩu,SUV / Cross over,5,Hà Nội
621,330000000,kia,rio,2015,58000,Cũ,Số sàn,Xăng,Nhập khẩu,Sedan,5,Khánh Hòa
622,200000000,chevrolet,spark,2018,35000,Cũ,Số sàn,Xăng,Trong nước,Hatchback,2,Hà Nội
623,799000000,toyota,fortuner,2016,68000,Cũ,Số sàn,Dầu,Nhập khẩu,SUV / Cross over,7,Cần Thơ
624,175000000,haima,2,2012,100000,Cũ,Tự động,Xăng,Nhập khẩu,Hatchback,5,Bình Dương
625,250000000,mercedes benz,c class,2006,150000,Cũ,Tự động,Xăng,Nhập khẩu,Sedan,5,Bình Dương
626,485000000,kia,sportage,2011,82163,Cũ,Tự động,Xăng,Nhập khẩu,SUV / Cross over,5,Hà Nội
627,188000000,kia,morning,2009,100000,Cũ,Tự động,Xăng,Nhập khẩu,Hatchback,5,Hải Phòng
628,6999999000,landrover,dòng khác,2016,24000,Cũ,Tự động,Xăng,Nhập khẩu,SUV / Cross over,5,Hồ Chí Minh
629,686000000,honda,civic,2017,46000,Cũ,Tự động,Xăng,Nhập khẩu,Sedan,5,Hà Nội
630,709000000,honda,hr-v,2019,30000,Cũ,Tự động,Xăng,Trong nước,SUV / Cross over,5,Đồng Nai
631,98000000,daewoo,nubira,2004,5000,Cũ,Số sàn,Xăng,Nhập khẩu,Sedan,5,Thanh Hóa
632,580000000,kia,sorento,2015,120000,Cũ,Số sàn,Dầu,Nhập khẩu,SUV / Cross over,7,Hồ Chí Minh
633,2330000000,audi,q7,2016,35000,Cũ,Tự động,Xăng,Nhập khẩu,SUV / Cross over,7,Hà Nội
634,298000000,kia,carens,2015,60000,Cũ,Số sàn,Xăng,Trong nước,SUV / Cross over,7,Hà Nội
635,1650000000,mercedes benz,glc,2017,30000,Cũ,Tự động,Xăng,Nhập khẩu,SUV / Cross over,5,Hà Nội
636,272000000,toyota,innova,2012,69000,Cũ,Số sàn,Xăng,Trong nước,Minivan (MPV),8,Đà Nẵng
637,685000000,ford,ranger,2016,7,Cũ,Tự động,Dầu,Nhập khẩu,Pick-up (bán tải),5,Thanh Hóa
638,485000000,toyota,camry,2008,126000,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Hồ Chí Minh
639,275000000,toyota,innova,2006,140000,Cũ,Số sàn,Xăng,Trong nước,Minivan (MPV),8,Tây Ninh
640,785000000,mazda,6,2018,35000,Cũ,Tự động,Xăng,Nhập khẩu,Sedan,5,Hà Nội
641,1050000000,ford,everest,2019,23000,Cũ,Tự động,Dầu,Nhập khẩu,SUV / Cross over,7,Hồ Chí Minh
642,155000000,kia,morning,2010,120000,Cũ,Tự động,Xăng,Nhập khẩu,Hatchback,2,Phú Thọ
643,339000000,hyundai,grand starex,2007,160000,Cũ,Số sàn,Dầu,Nhập khẩu,Minivan (MPV),7,Đồng Nai
644,1520000000,mercedes benz,c class,2017,7999,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Hồ Chí Minh
645,585000000,hyundai,creta,2016,40000,Cũ,Tự động,Xăng,Nhập khẩu,Kiểu dáng khác,5,Hà Nội
646,689000000,hyundai,kona,2019,8000,Cũ,Tự động,Xăng,Trong nước,SUV / Cross over,5,Hà Nội
647,150000000,ford,mondeo,2003,13284,Cũ,Tự động,Xăng,Nhập khẩu,Sedan,5,Hồ Chí Minh
648,118000000,kia,morning,2011,250000,Cũ,Số sàn,Xăng,Trong nước,Hatchback,5,Nam Định
649,714000000,ford,ranger,2016,78000,Cũ,Tự động,Dầu,Nhập khẩu,Pick-up (bán tải),5,Hồ Chí Minh
650,560000000,kia,sorento,2016,130000,Cũ,Tự động,Xăng,Nhập khẩu,SUV / Cross over,7,Tiền Giang
651,1290000000,audi,a6,2014,60000,Cũ,Tự động,Xăng,Nhập khẩu,Sedan,4,Hà Nội
652,1280000000,audi,a4,2017,30000,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Hồ Chí Minh
653,665000000,hyundai,grand starex,2017,68000,Cũ,Số sàn,Dầu,Nhập khẩu,Minivan (MPV),9,Hồ Chí Minh
654,350000000,suzuki,celerio,2018,1000000,Cũ,Tự động,Xăng,Nhập khẩu,Sedan,4,Hồ Chí Minh
655,545000000,mazda,3,2017,65000,Cũ,Số sàn,Xăng,Trong nước,Kiểu dáng khác,4,Hồ Chí Minh
656,225000000,toyota,zace,2005,285000,Cũ,Số sàn,Xăng,Trong nước,Kiểu dáng khác,8,Bà Rịa - Vũng Tàu
657,170000000,ford,everest,2006,17800,Cũ,Số sàn,Xăng,Trong nước,SUV / Cross over,7,Hà Nội
658,569000000,toyota,innova,2018,89999,Cũ,Số sàn,Xăng,Nhập khẩu,Minivan (MPV),8,Cần Thơ
659,465000000,ford,ranger,2013,74000,Cũ,Số sàn,Dầu,Nhập khẩu,Pick-up (bán tải),5,Hồ Chí Minh
660,245000000,toyota,corolla altis,2005,129000,Cũ,Số sàn,Xăng,Trong nước,Sedan,5,Đồng Nai
661,1015000000,toyota,fortuner,2019,10000,Cũ,Tự động,Dầu,Trong nước,SUV / Cross over,7,Hà Nội
662,516000000,mitsubishi,xpander,2019,16000,Cũ,Số sàn,Xăng,Nhập khẩu,Minivan (MPV),5,Hồ Chí Minh
663,1130000000,bmw,5 series,2014,67000,Cũ,Tự động,Xăng,Nhập khẩu,Sedan,5,Hà Nội
664,290000000,hyundai,grand i10,2014,92000,Cũ,Tự động,Xăng,Nhập khẩu,Hatchback,5,Bình Dương
665,395000000,ford,transit,2015,75000,Cũ,Số sàn,Dầu,Trong nước,Van,5,Hà Nội
666,775000000,kia,sedona,2015,55000,Cũ,Tự động,Dầu,Trong nước,Minivan (MPV),7,Hồ Chí Minh
667,510000000,mazda,3,2015,50000,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Hà Nội
668,390000000,chevrolet,captiva,2009,130000,Cũ,Tự động,Dầu,Trong nước,SUV / Cross over,7,Lâm Đồng
669,619000000,toyota,rush,2018,45000,Cũ,Tự động,Xăng,Nhập khẩu,Minivan (MPV),7,Đà Nẵng
670,756000000,ford,ranger,2017,50000,Cũ,Tự động,Dầu,Nhập khẩu,Pick-up (bán tải),5,Hà Nội
671,420000000,ford,fiesta,2017,33000,Cũ,Tự động,Xăng,Trong nước,Hatchback,5,Hồ Chí Minh
672,536000000,toyota,vios,2020,10000,Cũ,Tự động,Xăng,Trong nước,Minivan (MPV),8,Bình Dương
673,280000000,hyundai,avante,2011,13000,Cũ,Số sàn,Xăng,Trong nước,Sedan,5,Hải Phòng
674,865000000,hyundai,santa fe,2017,41000,Cũ,Tự động,Xăng,Trong nước,SUV / Cross over,7,Hà Nội
675,299000000,toyota,innova,2007,105,Cũ,Số sàn,Xăng,Trong nước,Minivan (MPV),8,Cần Thơ
676,132000000,kia,morning,2011,10000,Cũ,Số sàn,Xăng,Trong nước,Hatchback,5,Phú Thọ
677,395000000,chevrolet,cruze,2015,15000,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Hồ Chí Minh
678,307000000,kia,morning,2017,52000,Cũ,Tự động,Xăng,Trong nước,Hatchback,5,Cần Thơ
679,350000000,ford,fiesta,2016,42686,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Nghệ An
680,829000000,kia,sorento,2019,10000,Cũ,Tự động,Xăng,Trong nước,SUV / Cross over,5,Hà Nội
681,1245000000,hyundai,santa fe,2020,3500,Cũ,Tự động,Dầu,Trong nước,SUV / Cross over,7,Hà Nội
682,108000000,lexus,ls,1992,200000,Cũ,Tự động,Xăng,Nhập khẩu,Sedan,4,Hà Nội
683,110000000,kia,morning,2010,234568,Cũ,Số sàn,Xăng,Trong nước,Hatchback,5,Hải Dương
684,610000000,mazda,3,2018,25000,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Hà Nội
685,140000000,toyota,hiace,2005,43899,Cũ,Số sàn,Xăng,Nhập khẩu,Van,16,Vĩnh Phúc
686,439000000,kia,cerato,2018,50000,Cũ,Số sàn,Xăng,Trong nước,Sedan,5,Đà Nẵng
687,439000000,kia,cerato,2018,50000,Cũ,Số sàn,Xăng,Trong nước,Sedan,5,Đà Nẵng
688,389000000,hyundai,avante,2014,49000,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Bình Dương
689,50000000,hyundai,emighty,2018,200000,Cũ,Số sàn,Dầu,Nhập khẩu,Kiểu dáng khác,4,Hải Phòng
690,160000000,mazda,626,2002,180,Cũ,Số sàn,Xăng,Nhập khẩu,Sedan,5,Gia Lai
691,198000000,toyota,zace,2004,18000,Cũ,Số sàn,Xăng,Nhập khẩu,SUV / Cross over,8,Lâm Đồng
692,1069000000,mercedes benz,e class,2016,50000,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Hà Nội
693,788000000,mazda,cx 5,2018,30000,Cũ,Tự động,Xăng,Trong nước,SUV / Cross over,5,Hồ Chí Minh
694,165000000,kia,morning,2008,270000,Cũ,Số sàn,Xăng,Nhập khẩu,Hatchback,5,Bắc Giang
695,649000000,mazda,3,2019,12000,Cũ,Tự động,Xăng,Trong nước,Hatchback,5,Hà Nội
696,399000000,toyota,vios,2018,38000,Cũ,Số sàn,Xăng,Trong nước,Sedan,5,Bình Dương
697,290000000,toyota,wigo,2019,60000,Cũ,Số sàn,Xăng,Nhập khẩu,Hatchback,5,Hồ Chí Minh
698,548000000,ford,ranger,2018,51000,Cũ,Số sàn,Dầu,Nhập khẩu,Pick-up (bán tải),5,Hồ Chí Minh
699,515000000,toyota,fortuner,2010,150000,Cũ,Số sàn,Dầu,Trong nước,SUV / Cross over,7,Hồ Chí Minh
700,145000000,hyundai,getz,2009,190000,Cũ,Số sàn,Xăng,Nhập khẩu,Hatchback,5,Thanh Hóa
701,3420000000,lexus,rx,2018,48000,Cũ,Tự động,Xăng,Nhập khẩu,SUV / Cross over,5,Hồ Chí Minh
702,835000000,toyota,fortuner,2017,56000,Cũ,Số sàn,Dầu,Nhập khẩu,SUV / Cross over,7,Lâm Đồng
703,150000000,hyundai,getz,2009,654321,Cũ,Số sàn,Xăng,Nhập khẩu,Hatchback,5,Nghệ An
704,405000000,honda,city,2014,29000,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Hà Nội
705,360000000,ford,focus,2009,100000,Cũ,Tự động,Dầu,Trong nước,Hatchback,5,Kiên Giang
706,370000000,hyundai,accent,2015,68000,Cũ,Số sàn,Xăng,Nhập khẩu,Sedan,5,Hà Nội
707,458000000,chevrolet,colorado,2017,35000,Cũ,Số sàn,Dầu,Nhập khẩu,Pick-up (bán tải),5,Hồ Chí Minh
708,520000000,isuzu,dmax,2018,44000,Cũ,Số sàn,Dầu,Nhập khẩu,Pick-up (bán tải),5,Đồng Nai
709,608000000,mitsubishi,pajero sport,2014,40000,Cũ,Tự động,Dầu,Trong nước,SUV / Cross over,7,Hồ Chí Minh
710,619000000,mazda,cx 5,2015,52000,Cũ,Tự động,Xăng,Trong nước,SUV / Cross over,5,Hà Nội
711,420000000,ford,transit,2016,120000,Cũ,Số sàn,Dầu,Trong nước,Minivan (MPV),16,Hồ Chí Minh
712,820000000,toyota,corolla altis,2019,4500,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Hồ Chí Minh
713,810000000,mazda,cx 5,2018,40000,Cũ,Tự động,Xăng,Trong nước,SUV / Cross over,5,Hà Nội
714,435000000,ford,ranger,2014,85000,Cũ,Số sàn,Dầu,Nhập khẩu,Pick-up (bán tải),5,Kon Tum
715,618000000,toyota,venza,2009,70000,Cũ,Tự động,Xăng,Trong nước,SUV / Cross over,5,Hồ Chí Minh
716,525000000,toyota,fortuner,2012,200000,Cũ,Số sàn,Dầu,Nhập khẩu,SUV / Cross over,7,Hồ Chí Minh
717,238000000,hyundai,grand i10,2015,68000,Cũ,Số sàn,Xăng,Nhập khẩu,Hatchback,5,Hà Nội
718,275000000,ford,everest,2007,120,Cũ,Số sàn,Dầu,Trong nước,Kiểu dáng khác,7,Hồ Chí Minh
719,858000000,hyundai,tucson,2019,9000,Cũ,Tự động,Dầu,Trong nước,SUV / Cross over,5,Hà Nội
720,385000000,hyundai,grand i10,2020,8000,Cũ,Tự động,Xăng,Trong nước,Hatchback,5,Hà Nội
721,675000000,toyota,camry,2009,60000,Cũ,Tự động,Xăng,Nhập khẩu,Sedan,5,Hồ Chí Minh
722,950000000,mercedes benz,r class,2010,88888,Cũ,Tự động,Xăng,Trong nước,SUV / Cross over,5,Hà Nội
723,169000000,isuzu,hi lander,2004,12345,Cũ,Tự động,Dầu,Nhập khẩu,SUV / Cross over,7,Nam Định
724,760000000,porsche,cayenne,2008,88888,Cũ,Tự động,Xăng,Nhập khẩu,SUV / Cross over,8,Hà Nội
725,350000000,toyota,innova,2010,12000,Cũ,Tự động,Xăng,Trong nước,Minivan (MPV),8,Thái Bình
726,350000000,hyundai,grand i10,2017,58000,Cũ,Tự động,Xăng,Trong nước,Kiểu dáng khác,4,Hồ Chí Minh
727,399000000,hyundai,accent,2014,45000,Cũ,Tự động,Xăng,Nhập khẩu,Hatchback,5,Hà Nội
728,450000000,hyundai,accent,2019,8010,Cũ,Số sàn,Xăng,Trong nước,Sedan,5,Hà Nội
729,815000000,nissan,x trail,2018,19000,Cũ,Tự động,Xăng,Trong nước,SUV / Cross over,7,Hà Nội
730,49000000,toyota,camry,1989,123456,Cũ,Số sàn,Xăng,Nhập khẩu,Sedan,4,Lâm Đồng
731,395000000,mercedes benz,c class,2007,101532,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Hồ Chí Minh
732,515000000,honda,city,2019,20000,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Hồ Chí Minh
733,210000000,mitsubishi,lancer,2003,87000,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Tiền Giang
734,10000000,hyundai,tucson,2016,4000,Cũ,Tự động,Xăng,Nhập khẩu,SUV / Cross over,5,Hà Nội
735,315000000,honda,civic,2009,70000,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Hà Nội
736,625000000,mazda,3,2019,19000,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Hà Nội
737,350000000,toyota,innova,2010,12000,Cũ,Tự động,Xăng,Trong nước,Minivan (MPV),8,Hải Phòng
738,10000000,hyundai,i20,2010,5555,Cũ,Tự động,Xăng,Nhập khẩu,Hatchback,5,Hà Nội
739,403000000,honda,city,2015,45000,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Hà Nội
740,515000000,honda,city,2019,28000,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Hồ Chí Minh
741,145000000,mercedes benz,c class,2003,9600,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Hà Nội
742,416000000,toyota,innova,2016,56366,Cũ,Số sàn,Xăng,Trong nước,Minivan (MPV),8,Hà Nội
743,315000000,hyundai,i20,2011,31000,Cũ,Tự động,Xăng,Nhập khẩu,Hatchback,5,Hồ Chí Minh
744,55000000,proton,perdana,2006,30000,Cũ,Số sàn,Dầu,Nhập khẩu,SUV / Cross over,2,Cần Thơ
745,358000000,suzuki,swift,2014,70000,Cũ,Tự động,Xăng,Trong nước,Hatchback,5,Hà Nội
746,379000000,toyota,vios,2017,45000,Cũ,Số sàn,Xăng,Trong nước,Sedan,5,Hà Nội
747,719000000,toyota,fortuner,2016,78000,Cũ,Số sàn,Dầu,Nhập khẩu,SUV / Cross over,7,Hồ Chí Minh
748,915000000,honda,cr v,2019,7000,Cũ,Tự động,Xăng,Nhập khẩu,SUV / Cross over,5,Hà Nội
749,285000000,toyota,wigo,2018,45,Cũ,Số sàn,Xăng,Nhập khẩu,Sedan,4,Hồ Chí Minh
750,335000000,chevrolet,cruze,2016,56,Cũ,Số sàn,Xăng,Trong nước,Sedan,5,Đồng Nai
751,529000000,ford,ranger,2017,22000,Cũ,Số sàn,Dầu,Nhập khẩu,Pick-up (bán tải),5,Đắk Lắk
752,565000000,ford,transit,2018,57000,Cũ,Số sàn,Dầu,Trong nước,Minivan (MPV),16,Hồ Chí Minh
753,540000000,toyota,camry,2011,65000,Cũ,Tự động,Xăng,Nhập khẩu,Sedan,5,Đồng Nai
754,415000000,kia,rio,2016,90000,Cũ,Tự động,Xăng,Nhập khẩu,Sedan,5,Hồ Chí Minh
755,205000000,hyundai,grand i10,2015,200,Cũ,Số sàn,Xăng,Nhập khẩu,Hatchback,5,Đồng Nai
756,680000000,bmw,x6,2008,75000,Cũ,Tự động,Xăng,Nhập khẩu,SUV / Cross over,8,Hồ Chí Minh
757,452000000,kia,rondo,2015,68000,Cũ,Tự động,Xăng,Trong nước,Minivan (MPV),7,Bình Dương
758,395000000,ford,ecosport,2014,61000,Cũ,Tự động,Xăng,Trong nước,SUV / Cross over,5,Hồ Chí Minh
759,190000000,ford,everest,2006,15,Cũ,Số sàn,Dầu,Trong nước,SUV / Cross over,7,Thái Bình
760,569000000,ford,focus,2016,55000,Cũ,Tự động,Xăng,Trong nước,Hatchback,5,Hồ Chí Minh
761,505000000,suzuki,ertiga,2019,8000,Cũ,Tự động,Xăng,Nhập khẩu,Minivan (MPV),5,Hà Nội
762,195000000,mitsubishi,pajero,2004,170000,Cũ,Số sàn,Xăng,Nhập khẩu,SUV / Cross over,7,Hà Nội
763,399000000,toyota,vios,2018,38000,Cũ,Số sàn,Xăng,Trong nước,Sedan,5,Hồ Chí Minh
764,675000000,toyota,camry,2014,58000,Cũ,Tự động,Xăng,Trong nước,Sedan,5,Hà Nội
765,1669000000,mercedes benz,c class,2018,30000,Cũ,Tự động,Xăng,Trong nước,Sedan,4,Hà Nội
766,410000000,ford,ecosport,2014,60000,Cũ,Tự động,Xăng,Trong nước,SUV / Cross over,5,Hồ Chí Minh
767,192000000,chevrolet,spark,2017,67000,Cũ,Số sàn,Xăng,Trong nước,Hatchback,5,Hồ Chí Minh
768,670000000,mercedes benz,gl class,2007,100000,Cũ,Tự động,Xăng,Nhập khẩu,SUV / Cross over,7,Hồ Chí Minh
769,225000000,chevrolet,captiva,2007,160000,Cũ,Số sàn,Xăng,Nhập khẩu,SUV / Cross over,7,Hồ Chí Minh
770,310000000,hyundai,i20,2012,9,Cũ,Tự động,Xăng,Nhập khẩu,Hatchback,5,Hà Nội
771,347000000,hyundai,grand i10,2019,33000,Cũ,Số sàn,Xăng,Trong nước,Sedan,5,Hồ Chí Minh
772,548000000,ford,ranger,2018,51000,Cũ,Số sàn,Dầu,Nhập khẩu,Pick-up (bán tải),5,Hồ Chí Minh
773,699000000,honda,cr v,2015,30000,Cũ,Tự động,Xăng,Trong nước,SUV / Cross over,5,Hà Nội
774,319000000,toyota,vios,2015,64000,Cũ,Số sàn,Xăng,Trong nước,Sedan,5,Hà Nội
